Id,Weekly_Sales
3_60_2013-03-01,409.21692
3_60_2013-03-08,958.94794
3_60_2013-03-15,-333.33502
3_60_2013-03-22,-580.3594
3_60_2013-03-29,-140.04536
3_60_2013-04-05,74.79495
3_60_2013-04-12,673.5883
3_60_2013-04-19,248.11494
3_60_2013-04-26,-166.39488
3_60_2013-05-03,769.82947
3_60_2013-05-10,267.67328
3_60_2013-05-17,437.14334
3_60_2013-05-24,156.50497
3_60_2013-05-31,155.25632
3_60_2013-06-07,451.2295
3_60_2013-06-14,-135.55957
3_60_2013-06-21,71.64017
3_60_2013-06-28,140.67363
3_60_2013-07-05,223.78375
3_60_2013-07-12,341.5784
3_60_2013-07-19,246.80685
3_60_2013-07-26,169.71758
3_67_2012-11-02,2095.5942
3_67_2012-11-09,2179.2737
3_67_2012-11-16,2588.9167
3_67_2012-11-23,2300.3018
3_67_2012-11-30,1684.1938
3_67_2012-12-07,3585.642
3_67_2012-12-14,3589.9487
3_67_2012-12-21,6854.628
3_67_2012-12-28,1470.142
3_67_2013-01-04,2499.3877
3_67_2013-01-11,1805.293
3_67_2013-01-18,1797.23
3_67_2013-01-25,3056.0574
3_67_2013-02-01,2914.639
3_67_2013-02-08,5469.996
3_67_2013-02-15,6757.419
3_67_2013-02-22,1617.6853
3_67_2013-03-01,1710.0175
3_67_2013-03-08,2307.9814
3_67_2013-03-15,788.7223
3_67_2013-03-22,1413.1403
3_67_2013-03-29,1495.2341
3_67_2013-04-05,1816.8335
3_67_2013-04-12,2386.3528
3_67_2013-04-19,1942.1454
3_67_2013-04-26,1339.7023
3_67_2013-05-03,3840.2314
3_67_2013-05-10,6105.462
3_67_2013-05-17,5283.6826
3_67_2013-05-24,2871.2617
3_67_2013-05-31,1553.0613
3_67_2013-06-07,1877.1654
3_67_2013-06-14,2969.584
3_67_2013-06-21,2751.9565
3_67_2013-06-28,1178.2888
3_67_2013-07-05,1454.9401
3_67_2013-07-12,1626.9626
3_67_2013-07-19,1558.036
3_67_2013-07-26,1523.216
3_71_2012-11-02,577.2184
3_71_2012-11-09,1171.7751
3_71_2012-11-16,624.78046
3_71_2012-11-23,1768.3003
3_71_2012-11-30,-430.41147
3_71_2012-12-07,1378.4521
3_71_2012-12-14,3007.2244
3_71_2012-12-21,1634.0017
3_71_2012-12-28,-275.38235
3_71_2013-01-04,4036.2715
3_71_2013-01-11,3446.0083
3_71_2013-01-18,3503.7373
3_71_2013-01-25,2875.0378
3_71_2013-02-01,3250.6409
3_71_2013-02-08,5137.2334
3_71_2013-02-15,2826.0845
3_71_2013-02-22,2622.943
3_71_2013-03-01,3287.1768
3_71_2013-03-08,3035.0461
3_71_2013-03-15,1543.7572
3_71_2013-03-22,1094.7888
3_71_2013-03-29,1310.673
3_71_2013-04-05,1009.57544
3_71_2013-04-12,1598.5388
3_71_2013-04-19,1873.5697
3_71_2013-04-26,554.6048
3_71_2013-05-03,1555.627
3_71_2013-05-10,1734.7496
3_71_2013-05-17,1042.0027
3_71_2013-05-24,429.2455
3_71_2013-05-31,2234.0696
3_71_2013-06-07,2624.6646
3_71_2013-06-14,1747.4004
3_71_2013-06-21,1220.2689
3_71_2013-06-28,1362.2886
3_71_2013-07-05,2110.1199
3_71_2013-07-12,2069.5776
3_71_2013-07-19,1847.8148
3_71_2013-07-26,1701.565
3_72_2012-11-02,30193.154
3_72_2012-11-09,25849.775
3_72_2012-11-16,24705.418
3_72_2012-11-23,73146.06
3_72_2012-11-30,28485.398
3_72_2012-12-07,30580.395
3_72_2012-12-14,30195.682
3_72_2012-12-21,41284.94
3_72_2012-12-28,29579.51
3_72_2013-01-04,29191.436
3_72_2013-01-11,26595.674
3_72_2013-01-18,27472.135
3_72_2013-01-25,27098.365
3_72_2013-02-01,38280.29
3_72_2013-02-08,49123.902
3_72_2013-02-15,35354.586
3_72_2013-02-22,35098.43
3_72_2013-03-01,32677.361
3_72_2013-03-08,30293.291
3_72_2013-03-15,28953.355
3_72_2013-03-22,26125.51
3_72_2013-03-29,26224.762
3_72_2013-04-05,29005.834
3_72_2013-04-12,25950.285
3_72_2013-04-19,28516.227
3_72_2013-04-26,22328.635
3_72_2013-05-03,27353.018
3_72_2013-05-10,27990.865
3_72_2013-05-17,25042.824
3_72_2013-05-24,22721.559
3_72_2013-05-31,24516.84
3_72_2013-06-07,25149.229
3_72_2013-06-14,26045.209
3_72_2013-06-21,28071.59
3_72_2013-06-28,25187.219
3_72_2013-07-05,25891.148
3_72_2013-07-12,25552.453
3_72_2013-07-19,23614.451
3_72_2013-07-26,23797.064
3_74_2012-11-02,4161.9614
3_74_2012-11-09,4028.9639
3_74_2012-11-16,4407.495
3_74_2012-11-23,8631.905
3_74_2012-11-30,4796.5034
3_74_2012-12-07,3393.949
3_74_2012-12-14,4894.2837
3_74_2012-12-21,4386.2427
3_74_2012-12-28,4487.7476
3_74_2013-01-04,4803.2456
3_74_2013-01-11,4274.0723
3_74_2013-01-18,3791.6763
3_74_2013-01-25,3493.4585
3_74_2013-02-01,6174.0464
3_74_2013-02-08,7661.8203
3_74_2013-02-15,3337.7795
3_74_2013-02-22,3837.7327
3_74_2013-03-01,4390.579
3_74_2013-03-08,4285.8203
3_74_2013-03-15,3380.8699
3_74_2013-03-22,2670.255
3_74_2013-03-29,2578.771
3_74_2013-04-05,3044.2527
3_74_2013-04-12,3845.1633
3_74_2013-04-19,4106.1196
3_74_2013-04-26,2019.7361
3_74_2013-05-03,4390.399
3_74_2013-05-10,2947.6042
3_74_2013-05-17,3553.5994
3_74_2013-05-24,3360.1829
3_74_2013-05-31,4381.0317
3_74_2013-06-07,5309.818
3_74_2013-06-14,3681.3958
3_74_2013-06-21,2963.0422
3_74_2013-06-28,3039.0503
3_74_2013-07-05,3927.9595
3_74_2013-07-12,3416.2441
3_74_2013-07-19,4457.5107
3_74_2013-07-26,2677.0325
3_79_2012-11-02,8188.264
3_79_2012-11-09,8010.0107
3_79_2012-11-16,7939.6504
3_79_2012-11-23,8516.502
3_79_2012-11-30,8333.235
3_79_2012-12-07,8973.194
3_79_2012-12-14,8216.907
3_79_2012-12-21,8121.794
3_79_2012-12-28,7273.1084
3_79_2013-01-04,8945.282
3_79_2013-01-11,8177.466
3_79_2013-01-18,8306.851
3_79_2013-01-25,8092.94
3_79_2013-02-01,8527.353
3_79_2013-02-08,8151.07
3_79_2013-02-15,7618.257
3_79_2013-02-22,7656.987
3_79_2013-03-01,10015.016
3_79_2013-03-08,8443.821
3_79_2013-03-15,7283.1714
3_79_2013-03-22,6444.147
3_79_2013-03-29,6483.951
3_79_2013-04-05,7075.738
3_79_2013-04-12,7552.5186
3_79_2013-04-19,7359.7783
3_79_2013-04-26,6175.94
3_79_2013-05-03,9249.289
3_79_2013-05-10,7275.2495
3_79_2013-05-17,6878.8374
3_79_2013-05-24,6443.6597
3_79_2013-05-31,7888.0625
3_79_2013-06-07,8692.652
3_79_2013-06-14,6959.892
3_79_2013-06-21,6358.326
3_79_2013-06-28,6856.358
3_79_2013-07-05,9061.567
3_79_2013-07-12,6238.7017
3_79_2013-07-19,6966.767
3_79_2013-07-26,5798.9893
3_80_2012-11-23,-737.4237
3_80_2012-12-07,1396.601
3_80_2012-12-14,1012.8686
3_80_2012-12-21,288.26178
3_80_2012-12-28,605.362
3_80_2013-01-04,1497.1444
3_80_2013-01-11,1862.0883
3_80_2013-01-18,2080.0645
3_80_2013-01-25,1419.2885
3_80_2013-02-01,22.745972
3_80_2013-02-08,277.3141
3_80_2013-02-15,1223.1561
3_80_2013-02-22,208.86357
3_80_2013-03-01,972.80853
3_80_2013-03-08,1184.9958
3_80_2013-03-15,520.2735
3_80_2013-03-22,-22.019596
3_80_2013-03-29,-66.609505
3_80_2013-04-05,66.35769
3_80_2013-04-12,635.67706
3_80_2013-04-19,208.75816
3_80_2013-04-26,-98.3115
3_80_2013-05-03,981.61804
3_80_2013-05-10,330.90237
3_80_2013-05-17,97.59478
3_80_2013-05-24,-370.9171
3_80_2013-05-31,-4.9040165
3_80_2013-06-07,280.03146
3_80_2013-06-14,120.39234
3_80_2013-06-21,-327.30743
3_80_2013-06-28,-201.8596
3_80_2013-07-05,251.50172
3_80_2013-07-12,-203.51321
3_80_2013-07-19,182.47159
3_80_2013-07-26,-255.86235
3_81_2012-11-02,1584.7158
3_81_2012-11-09,1707.5164
3_81_2012-11-16,2075.4639
3_81_2012-11-23,1895.5428
3_81_2012-11-30,2389.5247
3_81_2012-12-07,2568.925
3_81_2012-12-14,1946.0876
3_81_2012-12-21,1503.7858
3_81_2012-12-28,1883.1368
3_81_2013-01-04,2725.6328
3_81_2013-01-11,2814.43
3_81_2013-01-18,3014.2744
3_81_2013-01-25,2556.0508
3_81_2013-02-01,1587.9426
3_81_2013-02-08,1573.4148
3_81_2013-02-15,2532.6807
3_81_2013-02-22,1744.8229
3_81_2013-03-01,2452.6294
3_81_2013-03-08,2642.2546
3_81_2013-03-15,2180.7883
3_81_2013-03-22,1665.5197
3_81_2013-03-29,1575.9426
3_81_2013-04-05,1865.3323
3_81_2013-04-12,2399.6846
3_81_2013-04-19,2068.1165
3_81_2013-04-26,1545.6552
3_81_2013-05-03,2489.3132
3_81_2013-05-10,1941.5117
3_81_2013-05-17,1976.2406
3_81_2013-05-24,1396.384
3_81_2013-05-31,2205.041
3_81_2013-06-07,2014.7312
3_81_2013-06-14,1986.2905
3_81_2013-06-21,1932.9436
3_81_2013-06-28,1820.7031
3_81_2013-07-05,2072.9973
3_81_2013-07-12,1870.5786
3_81_2013-07-19,2054.6501
3_81_2013-07-26,1472.2108
3_82_2012-11-02,7264.189
3_82_2012-11-09,7999.296
3_82_2012-11-16,7397.8164
3_82_2012-11-23,7403.365
3_82_2012-11-30,8572.601
3_82_2012-12-07,12178.677
3_82_2012-12-14,11008.074
3_82_2012-12-21,18239.277
3_82_2012-12-28,10621.711
3_82_2013-01-04,7469.2056
3_82_2013-01-11,6968.435
3_82_2013-01-18,7175.2354
3_82_2013-01-25,7138.0503
3_82_2013-02-01,6849.253
3_82_2013-02-08,7264.7134
3_82_2013-02-15,8648.408
3_82_2013-02-22,7597.849
3_82_2013-03-01,7955.7153
3_82_2013-03-08,8366.852
3_82_2013-03-15,7794.868
3_82_2013-03-22,7161.114
3_82_2013-03-29,7217.849
3_82_2013-04-05,7659.87
3_82_2013-04-12,7745.1553
3_82_2013-04-19,7555.7793
3_82_2013-04-26,7001.9805
3_82_2013-05-03,8317.425
3_82_2013-05-10,7796.6343
3_82_2013-05-17,7891.2407
3_82_2013-05-24,7294.7856
3_82_2013-05-31,8272.056
3_82_2013-06-07,8067.005
3_82_2013-06-14,8087.5137
3_82_2013-06-21,8270.889
3_82_2013-06-28,7773.408
3_82_2013-07-05,8040.599
3_82_2013-07-12,7591.1807
3_82_2013-07-19,7817.218
3_82_2013-07-26,7198.161
3_85_2012-11-02,89.39699
3_85_2012-11-09,239.02016
3_85_2012-11-16,343.63608
3_85_2012-11-23,-315.92288
3_85_2012-11-30,390.98627
3_85_2012-12-07,728.9062
3_85_2012-12-14,953.7074
3_85_2012-12-21,-109.73007
3_85_2012-12-28,1383.3363
3_85_2013-01-04,1391.1748
3_85_2013-01-11,1591.2556
3_85_2013-01-18,1904.5344
3_85_2013-01-25,1739.0948
3_85_2013-02-01,451.92352
3_85_2013-02-08,595.0433
3_85_2013-02-15,1900.8834
3_85_2013-02-22,1052.5037
3_85_2013-03-01,1164.2566
3_85_2013-03-08,1328.8098
3_85_2013-03-15,455.54584
3_85_2013-03-22,586.52094
3_85_2013-03-29,441.31012
3_85_2013-04-05,743.1729
3_85_2013-04-12,1110.0143
3_85_2013-04-19,800.51294
3_85_2013-04-26,697.538
3_85_2013-05-03,1036.3401
3_85_2013-05-10,670.4664
3_85_2013-05-17,1543.4467
3_85_2013-05-24,1056.2644
3_85_2013-05-31,1384.3544
3_85_2013-06-07,1091.8937
3_85_2013-06-14,1203.2109
3_85_2013-06-21,999.9763
3_85_2013-06-28,588.88916
3_85_2013-07-05,584.92426
3_85_2013-07-12,862.86676
3_85_2013-07-19,1323.88
3_85_2013-07-26,835.1263
3_87_2012-11-02,992.31683
3_87_2012-11-09,1198.1803
3_87_2012-11-16,-289.478
3_87_2012-11-23,112.88237
3_87_2012-11-30,718.7128
3_87_2012-12-07,798.3634
3_87_2012-12-14,1019.0658
3_87_2012-12-21,237.12575
3_87_2012-12-28,545.30615
3_87_2013-01-04,2897.2378
3_87_2013-01-11,1648.4608
3_87_2013-01-18,2410.0215
3_87_2013-01-25,1625.8147
3_87_2013-02-01,2984.3623
3_87_2013-02-08,2425.7466
3_87_2013-02-15,3090.2131
3_87_2013-02-22,2140.5793
3_87_2013-03-01,3275.926
3_87_2013-03-08,2585.7913
3_87_2013-03-15,487.4603
3_87_2013-03-22,1742.3335
3_87_2013-03-29,185.0277
3_87_2013-04-05,609.8559
3_87_2013-04-12,898.9158
3_87_2013-04-19,1363.2214
3_87_2013-04-26,-75.72981
3_87_2013-05-03,2248.4268
3_87_2013-05-10,1420.2755
3_87_2013-05-17,1950.4625
3_87_2013-05-24,1298.0286
3_87_2013-05-31,3125.0173
3_87_2013-06-07,2435.1921
3_87_2013-06-14,2153.8843
3_87_2013-06-21,2287.3967
3_87_2013-06-28,1924.6348
3_87_2013-07-05,1934.5656
3_87_2013-07-12,1465.2434
3_87_2013-07-19,2073.5676
3_87_2013-07-26,1318.4667
3_90_2012-11-02,1259.6244
3_90_2012-11-09,1797.6671
3_90_2012-11-16,1704.4473
3_90_2012-11-23,3685.421
3_90_2012-11-30,2490.838
3_90_2012-12-07,2441.4062
3_90_2012-12-14,3041.177
3_90_2012-12-21,2076.7302
3_90_2012-12-28,3159.7673
3_90_2013-01-04,3308.6077
3_90_2013-01-11,4838.743
3_90_2013-01-18,2678.6455
3_90_2013-01-25,1533.5736
3_90_2013-02-01,1331.6428
3_90_2013-02-08,1350.8707
3_90_2013-02-15,1436.7616
3_90_2013-02-22,1122.4825
3_90_2013-03-01,2351.2585
3_90_2013-03-08,2632.8242
3_90_2013-03-15,1397.4952
3_90_2013-03-22,657.1346
3_90_2013-03-29,178.97289
3_90_2013-04-05,529.3907
3_90_2013-04-12,1999.3967
3_90_2013-04-19,1177.8674
3_90_2013-04-26,304.38422
3_90_2013-05-03,1131.4713
3_90_2013-05-10,1586.2495
3_90_2013-05-17,1774.4166
3_90_2013-05-24,1219.0852
3_90_2013-05-31,2523.9912
3_90_2013-06-07,2634.2944
3_90_2013-06-14,2990.6865
3_90_2013-06-21,2268.4065
3_90_2013-06-28,1813.7244
3_90_2013-07-05,2417.2764
3_90_2013-07-12,2377.9502
3_90_2013-07-19,1960.548
3_90_2013-07-26,1433.4738
3_91_2012-11-02,-1036.9104
3_91_2012-11-09,-522.021
3_91_2012-11-16,-159.71825
3_91_2012-11-23,-352.51694
3_91_2012-11-30,478.22403
3_91_2012-12-07,1100.0403
3_91_2012-12-14,696.3904
3_91_2012-12-21,-1135.5095
3_91_2012-12-28,927.6551
3_91_2013-01-04,838.034
3_91_2013-01-11,2654.6926
3_91_2013-01-18,1115.5548
3_91_2013-01-25,-19.59464
3_91_2013-02-01,-850.73944
3_91_2013-02-08,-106.65824
3_91_2013-02-15,365.60822
3_91_2013-02-22,-34.776833
3_91_2013-03-01,824.0527
3_91_2013-03-08,2014.5746
3_91_2013-03-15,-112.69293
3_91_2013-03-22,-422.30164
3_91_2013-03-29,-1471.1942
3_91_2013-04-05,-1324.8378
3_91_2013-04-12,730.17633
3_91_2013-04-19,-50.1653
3_91_2013-04-26,-96.54464
3_91_2013-05-03,777.5909
3_91_2013-05-10,875.7088
3_91_2013-05-17,1394.2882
3_91_2013-05-24,282.17007
3_91_2013-05-31,1411.0763
3_91_2013-06-07,2048.22
3_91_2013-06-14,2675.9236
3_91_2013-06-21,624.8002
3_91_2013-06-28,725.4407
3_91_2013-07-05,1237.995
3_91_2013-07-12,2014.6683
3_91_2013-07-19,1595.043
3_91_2013-07-26,796.2697
3_92_2012-11-02,9024.875
3_92_2012-11-09,10228.153
3_92_2012-11-16,11787.966
3_92_2012-11-23,14534.001
3_92_2012-11-30,7263.8857
3_92_2012-12-07,8553.3545
3_92_2012-12-14,12179.254
3_92_2012-12-21,13140.184
3_92_2012-12-28,7602.4575
3_92_2013-01-04,10377.979
3_92_2013-01-11,12686.304
3_92_2013-01-18,9856.1045
3_92_2013-01-25,7034.642
3_92_2013-02-01,9932.977
3_92_2013-02-08,10666.738
3_92_2013-02-15,8456.21
3_92_2013-02-22,7709.957
3_92_2013-03-01,11202.004
3_92_2013-03-08,12858.317
3_92_2013-03-15,9162.427
3_92_2013-03-22,6587.368
3_92_2013-03-29,5180.0747
3_92_2013-04-05,10758.245
3_92_2013-04-12,9148.21
3_92_2013-04-19,8051.1104
3_92_2013-04-26,6870.527
3_92_2013-05-03,10925.336
3_92_2013-05-10,9923.065
3_92_2013-05-17,9258.009
3_92_2013-05-24,8814.122
3_92_2013-05-31,10141.087
3_92_2013-06-07,12070.282
3_92_2013-06-14,14163.7295
3_92_2013-06-21,10319.774
3_92_2013-06-28,9270.593
3_92_2013-07-05,11560.976
3_92_2013-07-12,11025.138
3_92_2013-07-19,11460.011
3_92_2013-07-26,8099.9736
3_94_2012-11-02,-1321.9257
3_94_2012-11-09,-1285.9431
3_94_2013-01-25,577.4565
3_94_2013-02-08,791.24915
3_94_2013-02-15,4723.573
3_94_2013-02-22,330.12665
3_94_2013-03-01,-50.876526
3_94_2013-03-08,374.97018
3_94_2013-03-22,-1069.3807
3_94_2013-04-26,-559.5729
3_94_2013-05-03,857.7879
3_94_2013-05-10,2342.747
3_94_2013-05-17,4152.701
3_94_2013-05-24,212.34651
3_94_2013-05-31,1056.2081
3_94_2013-06-07,1300.2853
3_94_2013-06-14,1274.9286
3_94_2013-06-21,417.4535
3_94_2013-07-05,2.7783322
3_94_2013-07-12,66.41729
3_94_2013-07-19,607.3473
3_95_2012-11-02,15400.586
3_95_2012-11-09,14329.563
3_95_2012-11-16,14746.659
3_95_2012-11-23,15779.885
3_95_2012-11-30,15430.732
3_95_2012-12-07,15653.56
3_95_2012-12-14,16074.216
3_95_2012-12-21,15763.734
3_95_2012-12-28,14016.44
3_95_2013-01-04,15851.64
3_95_2013-01-11,16069.223
3_95_2013-01-18,15057.56
3_95_2013-01-25,14722.886
3_95_2013-02-01,14651.299
3_95_2013-02-08,16224.949
3_95_2013-02-15,16041.925
3_95_2013-02-22,15313.631
3_95_2013-03-01,16433.611
3_95_2013-03-08,18072.37
3_95_2013-03-15,18167.564
3_95_2013-03-22,17873.928
3_95_2013-03-29,15019.537
3_95_2013-04-05,17434.541
3_95_2013-04-12,17019.895
3_95_2013-04-19,18330.691
3_95_2013-04-26,14581.932
3_95_2013-05-03,18137.246
3_95_2013-05-10,16962.037
3_95_2013-05-17,18871.738
3_95_2013-05-24,20287.205
3_95_2013-05-31,20948.758
3_95_2013-06-07,22638.213
3_95_2013-06-14,22910.59
3_95_2013-06-21,21730.684
3_95_2013-06-28,22808.459
3_95_2013-07-05,22825.078
3_95_2013-07-12,21439.637
3_95_2013-07-19,20161.125
3_95_2013-07-26,20454.352
3_96_2012-11-02,4323.596
3_96_2012-11-09,4129.8325
3_96_2012-11-16,3519.9995
3_96_2012-11-23,5813.6084
3_96_2012-11-30,5080.084
3_96_2012-12-07,4040.774
3_96_2012-12-14,4303.859
3_96_2012-12-21,5504.036
3_96_2012-12-28,5533.3403
3_96_2013-01-04,5075.624
3_96_2013-01-11,3032.6875
3_96_2013-01-18,3252.609
3_96_2013-01-25,3801.4146
3_96_2013-02-01,2595.1711
3_96_2013-02-08,3533.5056
3_96_2013-02-15,3448.9888
3_96_2013-02-22,3268.997
3_96_2013-03-01,2875.918
3_96_2013-03-08,3234.1514
3_96_2013-03-15,3716.0552
3_96_2013-03-22,3039.8442
3_96_2013-03-29,3095.5134
3_96_2013-04-05,4008.1958
3_96_2013-04-12,3912.1748
3_96_2013-04-19,3553.831
3_96_2013-04-26,3017.7458
3_96_2013-05-03,3772.2751
3_96_2013-05-10,3288.5586
3_96_2013-05-17,3708.4673
3_96_2013-05-24,4343.258
3_96_2013-05-31,5051.996
3_96_2013-06-07,3944.7622
3_96_2013-06-14,3860.5466
3_96_2013-06-21,3980.083
3_96_2013-06-28,3840.3699
3_96_2013-07-05,4879.8525
3_96_2013-07-12,3641.0488
3_96_2013-07-19,4511.436
3_96_2013-07-26,3762.1519
3_97_2012-11-02,919.259
3_97_2012-11-09,478.3256
3_97_2012-11-16,562.39606
3_97_2012-11-23,-50.269695
3_97_2012-11-30,1475.3851
3_97_2012-12-07,1056.3763
3_97_2012-12-14,1310.7765
3_97_2012-12-21,513.1075
3_97_2012-12-28,822.716
3_97_2013-01-04,1693.8186
3_97_2013-01-11,1569.8412
3_97_2013-01-18,1272.4203
3_97_2013-01-25,699.5266
3_97_2013-02-01,48.476837
3_97_2013-02-08,464.13797
3_97_2013-02-15,1107.2645
3_97_2013-02-22,456.888
3_97_2013-03-01,398.38586
3_97_2013-03-08,1017.7006
3_97_2013-03-15,1195.0076
3_97_2013-03-22,-492.40057
3_97_2013-03-29,91.75635
3_97_2013-04-05,242.43425
3_97_2013-04-12,188.56636
3_97_2013-04-19,241.07849
3_97_2013-04-26,-401.24942
3_97_2013-05-03,786.6551
3_97_2013-05-10,348.68958
3_97_2013-05-17,598.0863
3_97_2013-05-24,322.2849
3_97_2013-05-31,488.11896
3_97_2013-06-07,567.76776
3_97_2013-06-14,858.46484
3_97_2013-06-21,-55.6051
3_97_2013-06-28,-35.265488
3_97_2013-07-05,659.9996
3_97_2013-07-12,605.8792
3_97_2013-07-19,830.8136
3_97_2013-07-26,311.5805
3_98_2012-11-16,-268.39688
3_98_2012-11-23,-301.39716
3_98_2012-11-30,821.75354
3_98_2012-12-07,109.69618
3_98_2012-12-14,969.91406
3_98_2012-12-21,-411.81207
3_98_2012-12-28,301.91516
3_98_2013-01-04,100.81822
3_98_2013-01-11,413.20142
3_98_2013-01-18,532.8838
3_98_2013-01-25,764.3627
3_98_2013-02-01,-719.8744
3_98_2013-02-08,-241.0667
4_1_2012-11-02,62952.48
4_1_2012-11-09,30931.355
4_1_2012-11-16,37507.137
4_1_2012-11-23,29439.76
4_1_2012-11-30,37719.664
4_1_2012-12-07,41703.66
4_1_2012-12-14,67836.29
4_1_2012-12-21,84724.5
4_1_2012-12-28,36876.11
4_1_2013-01-04,21716.283
4_1_2013-01-11,17152.182
4_1_2013-01-18,21061.021
4_1_2013-01-25,19478.623
4_1_2013-02-01,27245.074
4_1_2013-02-08,39325.96
4_1_2013-02-15,56684.53
4_1_2013-02-22,19537.62
4_1_2013-03-01,23824.244
4_1_2013-03-08,27963.107
4_1_2013-03-15,25928.947
4_1_2013-03-22,29301.578
4_1_2013-03-29,41363.51
4_1_2013-04-05,70058.086
4_1_2013-04-12,39461.867
4_1_2013-04-19,26509.764
4_1_2013-04-26,26804.822
4_1_2013-05-03,18252.725
4_1_2013-05-10,17728.46
4_1_2013-05-17,18080.3
4_1_2013-05-24,15443.632
4_1_2013-05-31,18783.33
4_1_2013-06-07,17959.055
4_1_2013-06-14,19296.148
4_1_2013-06-21,19072.066
4_1_2013-06-28,16797.451
4_1_2013-07-05,17634.363
4_1_2013-07-12,17226.865
4_1_2013-07-19,17549.613
4_1_2013-07-26,17561.723
4_2_2012-11-02,95342.83
4_2_2012-11-09,89943.984
4_2_2012-11-16,92947.06
4_2_2012-11-23,85662.55
4_2_2012-11-30,89128.69
4_2_2012-12-07,89935.95
4_2_2012-12-14,80539.76
4_2_2012-12-21,96158.49
4_2_2012-12-28,59165.47
4_2_2013-01-04,65760.54
4_2_2013-01-11,64523.574
4_2_2013-01-18,65281.355
4_2_2013-01-25,64523.918
4_2_2013-02-01,74341.516
4_2_2013-02-08,77421.97
4_2_2013-02-15,74739.82
4_2_2013-02-22,75396.11
4_2_2013-03-01,75876.63
4_2_2013-03-08,74138.3
4_2_2013-03-15,74090.18
4_2_2013-03-22,71119.82
4_2_2013-03-29,70162.66
4_2_2013-04-05,74833.18
4_2_2013-04-12,70897.76
4_2_2013-04-19,75693.3
4_2_2013-04-26,70583.914
4_2_2013-05-03,61214.92
4_2_2013-05-10,57641.727
4_2_2013-05-17,58565.53
4_2_2013-05-24,58030.37
4_2_2013-05-31,62537.996
4_2_2013-06-07,60649.754
4_2_2013-06-14,61791.68
4_2_2013-06-21,61373.906
4_2_2013-06-28,61149.906
4_2_2013-07-05,60224.93
4_2_2013-07-12,60815.387
4_2_2013-07-19,59104.906
4_2_2013-07-26,59710.074
4_3_2012-11-02,13785.736
4_3_2012-11-09,14200.145
4_3_2012-11-16,14311.674
4_3_2012-11-23,14411.075
4_3_2012-11-30,17663.379
4_3_2012-12-07,18558.314
4_3_2012-12-14,19277.158
4_3_2012-12-21,23124.465
4_3_2012-12-28,11499.308
4_3_2013-01-04,14086.883
4_3_2013-01-11,11998.539
4_3_2013-01-18,13749.024
4_3_2013-01-25,12298.046
4_3_2013-02-01,11239.004
4_3_2013-02-08,10949.306
4_3_2013-02-15,12369.327
4_3_2013-02-22,10673.341
4_3_2013-03-01,10592.627
4_3_2013-03-08,8626.206
4_3_2013-03-15,8141.509
4_3_2013-03-22,6812.0337
4_3_2013-03-29,5218.233
4_3_2013-04-05,6311.421
4_3_2013-04-12,8683.369
4_3_2013-04-19,10367.534
4_3_2013-04-26,8430.943
4_3_2013-05-03,12559.63
4_3_2013-05-10,11989.72
4_3_2013-05-17,12712.495
4_3_2013-05-24,11378.75
4_3_2013-05-31,13520.0625
4_3_2013-06-07,13532.338
4_3_2013-06-14,12921.186
4_3_2013-06-21,11845.316
4_3_2013-06-28,10698.445
4_3_2013-07-05,11003.664
4_3_2013-07-12,20251.479
4_3_2013-07-19,23005.328
4_3_2013-07-26,29822.898
4_4_2012-11-02,59799.035
4_4_2012-11-09,59227.25
4_4_2012-11-16,61686.414
4_4_2012-11-23,63760.23
4_4_2012-11-30,60612.094
4_4_2012-12-07,59392.934
4_4_2012-12-14,50840.387
4_4_2012-12-21,57974.453
4_4_2012-12-28,46852.582
4_4_2013-01-04,53071.934
4_4_2013-01-11,49546.754
4_4_2013-01-18,47884.805
4_4_2013-01-25,45492.164
4_4_2013-02-01,51221.29
4_4_2013-02-08,50797.27
4_4_2013-02-15,50840.09
4_4_2013-02-22,50064.137
4_4_2013-03-01,51558.824
4_4_2013-03-08,49145.21
4_4_2013-03-15,48539.188
4_4_2013-03-22,46574.145
4_4_2013-03-29,48079.23
4_4_2013-04-05,48062.27
4_4_2013-04-12,45918.895
4_4_2013-04-19,48263.953
4_4_2013-04-26,45996.64
4_4_2013-05-03,40873.254
4_4_2013-05-10,38952.797
4_4_2013-05-17,39999.38
4_4_2013-05-24,39511.63
4_4_2013-05-31,42248.023
4_4_2013-06-07,41451.57
4_4_2013-06-14,40414.117
4_4_2013-06-21,39671.79
4_4_2013-06-28,41126.61
4_4_2013-07-05,41325.453
4_4_2013-07-12,40021.098
4_4_2013-07-19,38064.383
4_4_2013-07-26,38275.727
4_5_2012-11-02,44770.5
4_5_2012-11-09,49281.895
4_5_2012-11-16,47816.867
4_5_2012-11-23,104806.36
4_5_2012-11-30,47418.805
4_5_2012-12-07,56987.63
4_5_2012-12-14,73629.86
4_5_2012-12-21,116503.695
4_5_2012-12-28,42119.668
4_5_2013-01-04,33985.715
4_5_2013-01-11,30008.658
4_5_2013-01-18,31398.207
4_5_2013-01-25,27844.352
4_5_2013-02-01,41489.938
4_5_2013-02-08,43107.88
4_5_2013-02-15,54111.754
4_5_2013-02-22,39580.133
4_5_2013-03-01,39640.734
4_5_2013-03-08,35142.594
4_5_2013-03-15,34463.17
4_5_2013-03-22,33222.344
